Date,Adjusted Close,Close,High,Low,Open,Volume
2023-10-03,8136.9599609375,8138.0,8244.0,8126.60009765625,8200.0,566246
2023-10-04,8048.970703125,8050.0,8168.0,8046.0,8104.0,707915
2023-10-05,8078.966796875,8080.0,8150.0,8074.0,8102.0,2471395
2023-10-06,8184.95361328125,8186.0,8200.0,8108.0,8118.0,733612
2023-10-09,8152.95751953125,8154.0,8228.0,8132.0,8208.0,2802917
2023-10-10,8256.9443359375,8258.0,8290.0,8104.0,8208.0,1519966
2023-10-11,8264.943359375,8266.0,8318.0,8186.0,8240.0,1759127
2023-10-12,8290.9404296875,8292.0,8330.0,8228.0,8324.0,1020005
2023-10-13,8210.9501953125,8212.0,8342.0,8180.0,8286.0,798383
2023-10-16,8220.94921875,8222.0,8272.7978515625,8170.0,8244.0,1205734
2023-10-17,8192.9521484375,8194.0,8256.0,8160.0,8226.0,1263952
2023-10-18,8072.9677734375,8074.0,8248.0,8018.0,8170.0,1417435
2023-10-19,8224.9482421875,8226.0,8300.0,7936.0,7972.0,1962929
2023-10-20,8226.9482421875,8228.0,8304.0,8220.0,8224.0,2084777
2023-10-23,8182.95361328125,8184.0,8276.0,8128.0,8206.0,491292
2023-10-24,8246.9462890625,8248.0,8248.0,8140.0,8190.0,1660752
